../Instances/CVRP/X-n685-k75.vrp;35;0;73761.9
../Instances/CVRP/X-n685-k75.vrp;35;0;72853.1
../Instances/CVRP/X-n685-k75.vrp;35;0;72802.9
../Instances/CVRP/X-n685-k75.vrp;35;0;72264.3
../Instances/CVRP/X-n685-k75.vrp;35;107;72208.9
../Instances/CVRP/X-n685-k75.vrp;35;160;72206.6
../Instances/CVRP/X-n685-k75.vrp;35;170;72201.2
../Instances/CVRP/X-n685-k75.vrp;35;275;72142.7
../Instances/CVRP/X-n685-k75.vrp;35;299;72092.2
../Instances/CVRP/X-n685-k75.vrp;35;362;71907.4
../Instances/CVRP/X-n685-k75.vrp;35;470;71895.1
../Instances/CVRP/X-n685-k75.vrp;35;518;71892.2
../Instances/CVRP/X-n685-k75.vrp;35;523;71862.9
../Instances/CVRP/X-n685-k75.vrp;35;530;71842.3
../Instances/CVRP/X-n685-k75.vrp;35;569;71799.1
../Instances/CVRP/X-n685-k75.vrp;35;728;71769.1
../Instances/CVRP/X-n685-k75.vrp;35;729;71679.2
../Instances/CVRP/X-n685-k75.vrp;35;793;71349
../Instances/CVRP/X-n685-k75.vrp;35;1015;71273.5
../Instances/CVRP/X-n685-k75.vrp;35;1457;71252.5
../Instances/CVRP/X-n685-k75.vrp;35;1551;70999.8
../Instances/CVRP/X-n685-k75.vrp;35;2226;70762.5
